pyweather_Zeitpunkt,pyweather_Temperatur,pyweather_Temperatur_felt,pyweather_rel_Luftfeuchtigkeit,pyweather_Himmelbeschreibung,pyweather_Windgeschwindigkeit,sense_hat_Zeitpunkt,sense_hat_Temperatur,sense_hat_Temperatur_hum,sense_hat_Temperatur_pres,sense_hat_Temperatur_cpu,sense_hat_Luftdruck,sense_hat_rel_Luftfeuchtigkeit
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:12:02,42.14,42.14,41.05,57.9,1020.98,21.62
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:13:02,42.34,42.34,41.23,57.4,1021.06,21.45
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:14:02,42.27,42.27,41.32,56.0,1021.14,21.76
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:15:02,42.18,42.18,41.12,57.4,1021.15,21.76
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:16:03,42.25,42.25,41.14,56.9,1021.1,21.89
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:17:03,42.34,42.34,41.2,57.4,1021.16,21.59
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:18:03,42.4,42.4,41.19,57.9,1021.23,22.53
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:19:03,42.43,42.43,41.33,57.9,1021.3,22.33
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:20:04,42.25,42.25,41.22,57.9,1021.26,21.63
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:21:04,42.19,42.19,41.17,57.4,1021.28,22.24
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:22:04,42.19,42.19,41.15,56.9,1021.28,21.94
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:23:05,42.27,42.27,41.19,57.4,1021.16,21.95
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:24:05,42.29,42.29,41.15,56.9,1021.17,22.22
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:25:05,42.36,42.36,41.25,56.9,1021.25,22.13
2022-07-05_13:20:00,21,21,46,Sonnig,22,2022-07-05_14:26:05,42.08,42.08,41.04,56.4,1021.33,21.95
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:27:05,42.06,42.06,41.0,57.4,1021.36,22.56
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:28:06,42.23,42.23,41.05,56.9,1021.26,22.53
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:29:06,42.1,42.1,41.03,56.9,1021.42,22.6
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:30:06,41.99,41.99,41.0,56.4,1021.41,22.41
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:31:06,42.06,42.06,40.98,56.9,1021.38,22.48
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:32:07,41.86,41.86,40.82,56.9,1021.24,21.92
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:33:07,41.84,41.84,40.8,56.4,1021.16,22.51
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:34:07,41.81,41.81,40.74,57.4,1021.36,22.47
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:35:07,41.75,41.75,40.72,56.9,1021.32,22.46
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:36:08,41.94,41.94,40.83,56.9,1021.28,22.36
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:37:37,42.16,42.16,40.91,57.4,1021.24,23.01
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:38:37,42.14,42.14,41.01,56.9,1021.14,21.35
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:39:38,42.21,42.21,41.14,56.0,1021.13,21.76
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:40:38,42.19,42.19,41.12,57.9,1021.16,21.91
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:41:38,42.18,42.18,41.12,57.9,1021.14,20.74
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:42:38,42.27,42.27,41.24,57.4,1021.04,22.23
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:43:39,42.21,42.21,41.12,57.4,1021.08,21.98
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:44:39,42.27,42.27,41.24,57.4,1021.1,22.17
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:45:39,42.49,42.49,41.31,56.4,1021.08,21.93
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:46:39,42.34,42.34,41.24,57.4,1021.07,21.86
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:47:40,42.23,42.23,41.18,56.4,1021.07,21.73
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:48:40,42.18,42.18,41.13,56.9,1021.08,21.83
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:49:41,42.27,42.27,41.15,56.9,1021.0,21.88
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:50:41,42.23,42.23,41.19,56.4,1021.13,22.31
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:51:42,42.29,42.29,41.13,57.4,1021.16,21.92
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:52:42,42.3,42.3,41.14,56.4,1021.21,22.04
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:53:42,42.25,42.25,41.0,56.9,1021.23,22.35
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:54:43,42.25,42.25,41.05,56.0,1021.23,22.06
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:55:43,42.14,42.14,40.9,56.0,1021.22,22.28
2022-07-05_13:50:00,21,21,49,Sonnig,21,2022-07-05_14:56:44,42.16,42.16,40.97,56.9,1021.22,22.39
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_14:57:44,42.21,42.21,41.04,56.9,1021.13,21.98
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_14:58:44,42.21,42.21,41.05,57.9,1021.15,22.05
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_14:59:44,42.12,42.12,41.04,57.4,1021.15,22.22
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:00:45,42.36,42.36,41.19,56.4,1021.16,21.94
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:01:45,42.05,42.05,40.98,57.4,1021.23,21.12
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:02:45,42.08,42.08,40.98,57.4,1021.24,22.18
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:03:45,42.16,42.16,40.99,57.9,1021.25,22.22
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:04:46,41.92,41.92,40.79,56.9,1021.25,22.48
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:05:46,41.97,41.97,40.97,56.0,1021.35,22.58
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:06:46,42.06,42.06,40.86,56.9,1021.36,22.36
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:07:46,42.06,42.06,41.0,56.4,1021.46,22.43
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:08:47,41.97,41.97,40.95,57.4,1021.44,22.7
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:09:47,42.1,42.1,40.92,56.4,1021.45,22.6
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:10:47,41.95,41.95,40.92,56.9,1021.43,22.24
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:11:47,41.92,41.92,40.86,57.4,1021.44,23.5
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:12:48,41.72,41.72,40.72,56.9,1021.47,22.6
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:13:48,41.92,41.92,40.81,56.4,1021.48,22.47
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:14:48,41.86,41.86,40.82,57.4,1021.48,22.75
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:15:48,41.66,41.66,40.63,56.0,1021.51,22.65
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:16:49,41.51,41.51,40.41,56.9,1021.55,22.73
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:17:49,41.46,41.46,40.4,56.4,1021.51,22.76
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:18:49,41.62,41.62,40.46,56.4,1021.48,22.53
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:19:50,41.61,41.61,40.41,56.4,1021.52,22.63
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:20:50,41.57,41.57,40.49,56.4,1021.54,22.94
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:21:50,41.66,41.66,40.58,57.4,1021.57,22.73
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:22:50,41.72,41.72,40.72,56.0,1021.62,22.73
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:23:50,41.44,41.44,40.33,56.0,1021.56,22.81
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:24:51,41.39,41.39,40.25,56.4,1021.54,22.87
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:25:51,41.42,41.42,40.31,57.4,1021.59,22.85
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:26:51,40.51,40.51,39.42,55.5,1021.6,23.92
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:27:51,39.77,39.77,38.57,56.4,1021.63,23.77
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:28:52,38.8,38.8,37.71,55.5,1021.65,24.13
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:29:52,37.92,37.92,36.86,54.5,1021.73,24.92
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:30:52,38.27,38.27,37.12,54.0,1021.69,25.31
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:31:53,37.17,37.17,36.25,53.5,1021.76,25.39
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:32:53,37.22,37.22,36.22,54.0,1021.82,25.93
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:33:53,37.33,37.33,36.3,53.5,1021.8,26.05
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:34:53,36.93,36.93,35.85,53.0,1021.8,26.44
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:35:54,36.45,36.45,35.45,53.0,1021.82,26.74
2022-07-05_14:20:00,21,21,49,Sonnig,21,2022-07-05_15:36:54,35.88,35.88,34.8,52.1,1021.84,26.65
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:37:54,35.92,35.92,34.84,52.1,1021.85,28.01
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:38:54,35.3,35.3,34.19,52.1,1021.87,27.41
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:39:55,35.1,35.1,34.09,50.6,1021.86,28.37
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:40:55,34.99,34.99,34.03,51.1,1021.86,26.46
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:41:55,35.17,35.17,34.09,50.6,1021.84,28.74
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:42:56,35.15,35.15,34.2,51.6,1021.85,28.05
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:43:56,34.66,34.66,33.61,50.6,1021.8,28.62
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:44:56,34.67,34.67,33.67,51.1,1021.73,29.12
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:45:56,34.36,34.36,33.47,50.1,1021.68,27.93
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:46:57,34.42,34.42,33.35,49.6,1021.58,29.25
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:47:57,34.89,34.89,33.79,49.6,1021.5,29.11
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:48:57,35.04,35.04,34.04,50.1,1021.52,26.43
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:49:57,35.1,35.1,34.09,50.6,1021.52,28.87
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:50:57,35.35,35.35,34.32,50.1,1021.47,28.67
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:51:58,35.11,35.11,34.1,50.6,1021.5,28.33
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:52:58,35.52,35.52,34.51,51.1,1021.34,28.13
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:53:58,35.61,35.61,34.55,50.6,1021.4,28.27
2022-07-05_14:50:00,20,21,49,Sonnig,21,2022-07-05_15:54:58,35.26,35.33,34.32,52.1,1021.39,27.88
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_15:55:59,35.08,35.08,34.14,51.1,1021.38,28.14
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_15:56:59,35.32,35.32,34.23,51.1,1021.39,28.47
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_15:57:59,34.88,34.88,33.92,51.1,1021.52,28.72
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_15:58:59,35.24,35.24,34.21,50.6,1021.55,28.45
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_16:00:00,35.28,35.28,34.21,51.1,1021.65,28.88
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_16:01:00,35.17,35.17,34.16,51.1,1021.56,28.48
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_16:02:00,35.28,35.28,34.25,51.1,1021.54,28.69
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_16:03:01,35.46,35.46,34.39,51.1,1021.53,28.51
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_16:04:01,35.52,35.52,34.48,50.6,1021.52,27.75
2022-07-05_15:20:00,20,20,49,Sonnig,18,2022-07-05_16:05:01,36.1,36.1,35.16,50.6,1021.5,28.5
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:06:01,36.23,36.23,35.14,50.1,1021.52,27.7
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:07:02,36.07,36.07,35.12,51.1,1021.57,27.78
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:08:02,35.7,35.7,34.72,51.6,1021.68,28.0
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:09:02,35.96,35.96,34.83,51.1,1021.67,28.35
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:10:02,35.81,35.81,34.8,50.6,1021.68,28.22
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:11:03,35.72,35.72,34.68,50.6,1021.69,28.45
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:12:03,35.22,35.22,34.28,51.1,1021.76,28.6
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:13:03,35.57,35.57,34.59,52.1,1021.76,28.44
2022-07-05_15:20:00,19,20,49,Sonnig,18,2022-07-05_16:14:03,35.15,35.15,34.14,49.6,1021.82,28.72
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:15:04,35.44,35.44,34.51,51.1,1021.78,28.77
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:16:04,35.35,35.35,34.38,51.6,1021.81,28.97
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:17:04,35.33,35.33,34.42,51.6,1021.86,28.68
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:18:04,35.13,35.13,34.02,51.1,1021.84,29.48
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:19:05,34.97,34.97,33.92,50.6,1021.85,29.67
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:20:05,34.95,34.95,33.93,50.1,1021.88,29.44
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:21:05,34.99,34.99,33.93,51.1,1021.88,29.55
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:22:05,34.99,34.99,33.92,49.6,1021.88,29.52
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:23:06,34.86,34.86,33.85,51.1,1021.84,29.38
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:24:06,35.24,35.24,34.17,49.6,1021.78,29.38
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:25:06,35.0,35.0,34.04,49.6,1021.76,29.34
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:26:06,35.83,35.83,34.69,50.1,1021.72,29.23
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:27:07,35.57,35.57,34.5,50.1,1021.74,28.96
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:28:07,35.52,35.52,34.47,50.6,1021.79,29.16
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:29:07,35.81,35.81,34.69,50.6,1021.77,28.62
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:30:07,35.72,35.79,34.72,50.6,1021.83,27.26
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:31:08,35.92,35.85,34.84,50.6,1021.73,29.18
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:32:08,35.7,35.7,34.64,51.1,1021.72,28.78
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:33:08,35.79,35.79,34.7,51.1,1021.74,28.83
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:34:08,35.65,35.65,34.75,51.1,1021.73,28.79
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:35:09,35.44,35.44,34.41,51.1,1021.73,29.16
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:36:09,35.08,35.08,34.1,51.1,1021.8,29.3
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:37:09,35.04,35.04,34.05,50.1,1021.87,29.68
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:38:09,35.17,35.17,34.05,51.1,1021.89,29.77
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:39:10,35.24,35.24,34.25,51.1,1021.87,29.45
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:40:10,34.42,34.42,33.41,50.1,1021.89,30.16
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:41:10,34.23,34.23,33.07,49.6,1021.89,30.65
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:42:10,34.2,34.2,33.1,49.6,1021.86,30.64
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:43:11,34.05,34.05,32.99,50.1,1021.86,31.14
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:44:11,33.96,33.96,32.97,49.6,1021.82,30.86
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:45:11,34.33,34.33,33.2,49.1,1021.79,31.0
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:46:11,34.45,34.45,33.42,48.7,1021.74,30.67
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:47:12,34.78,34.78,33.69,50.1,1021.7,30.67
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:48:12,34.93,34.93,33.92,50.1,1021.74,30.37
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:49:12,34.69,34.69,33.64,49.6,1021.66,30.46
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:50:12,34.6,34.6,33.52,49.6,1021.69,30.4
2022-07-05_15:50:00,19,19,56,Sonnig,21,2022-07-05_16:51:12,34.71,34.71,33.7,49.6,1021.69,30.2
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_16:52:13,34.58,34.58,33.56,49.6,1021.7,29.28
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_16:53:13,34.4,34.4,33.34,49.1,1021.69,30.35
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_16:54:13,34.18,34.18,33.09,50.1,1021.66,30.56
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_16:55:13,33.65,33.65,32.65,49.6,1021.69,30.97
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_16:56:14,33.67,33.67,32.54,50.1,1021.68,31.13
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_16:57:14,33.98,33.98,32.84,49.1,1021.65,30.69
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_16:58:14,33.56,33.56,32.46,50.1,1021.67,31.18
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_16:59:14,33.33,33.33,32.36,48.2,1021.72,31.09
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:00:15,33.76,33.76,32.73,49.1,1021.8,31.17
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:01:15,33.74,33.74,32.58,49.1,1021.72,30.32
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:02:15,33.24,33.13,32.15,48.7,1021.8,30.82
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:03:15,33.67,33.67,32.54,49.1,1021.74,31.13
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:04:15,33.65,33.65,32.59,49.1,1021.75,31.22
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:05:16,33.5,33.5,32.5,48.2,1021.76,31.36
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:06:16,34.07,34.07,33.09,48.7,1021.76,30.7
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:07:16,34.03,33.98,32.98,48.7,1021.76,31.73
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:08:16,34.01,34.01,33.04,49.1,1021.72,30.65
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:09:17,33.89,33.89,32.74,50.1,1021.69,32.01
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:10:17,34.01,34.01,32.87,49.1,1021.6,30.8
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:11:17,34.09,34.09,32.99,49.1,1021.51,30.67
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:12:17,34.58,34.58,33.42,48.7,1021.5,30.43
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:13:18,34.75,34.75,33.6,49.1,1021.53,30.29
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:14:18,34.69,34.69,33.61,49.6,1021.53,30.33
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:15:18,34.34,34.34,33.34,48.7,1021.38,30.3
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:16:18,34.51,34.51,33.55,50.1,1021.36,30.26
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:17:19,34.56,34.56,33.45,49.6,1021.34,30.59
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:18:19,34.8,34.8,33.74,49.6,1021.28,30.27
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:19:19,35.24,35.24,34.27,49.1,1021.52,29.97
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:20:19,35.46,35.46,34.45,51.1,1021.49,29.69
2022-07-05_16:20:00,19,19,56,Sonnig,17,2022-07-05_17:21:19,35.39,35.39,34.37,49.6,1021.5,29.62
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:22:20,35.37,35.37,34.29,51.1,1021.49,29.77
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:23:20,35.22,35.22,34.14,50.6,1021.5,29.69
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:24:20,35.08,35.08,34.05,50.6,1021.47,29.75
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:25:20,35.0,35.0,34.1,50.1,1021.56,30.15
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:26:21,35.55,35.55,34.58,49.6,1021.56,30.06
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:27:21,36.07,36.07,34.92,50.1,1021.47,29.36
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:28:21,35.74,35.74,34.72,50.1,1021.34,29.56
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:29:21,35.63,35.63,34.51,50.6,1021.18,29.26
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:30:22,35.41,35.41,34.4,50.6,1021.41,29.79
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:31:22,35.1,35.1,34.09,50.1,1021.48,30.04
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:32:22,34.56,34.56,33.5,49.6,1021.31,30.43
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:33:22,34.53,34.53,33.48,49.6,1021.22,30.0
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:34:23,34.73,34.73,33.76,50.1,1021.27,30.02
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:35:23,35.21,35.21,34.09,49.6,1021.58,30.09
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:36:23,35.41,35.41,34.4,50.1,1021.47,30.08
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:37:23,34.86,34.86,33.83,49.1,1021.47,29.88
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:38:24,35.08,35.08,34.0,50.1,1021.56,29.6
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:39:24,35.65,35.65,34.58,49.6,1021.44,29.64
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:40:24,35.72,35.72,34.66,50.1,1021.48,29.06
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:41:24,35.99,35.99,34.96,50.6,1021.75,28.53
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:42:25,35.33,35.33,34.33,50.1,1021.84,28.33
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:43:25,35.15,35.15,34.09,50.1,1021.82,29.57
2022-07-05_16:50:00,19,19,56,Sonnig,17,2022-07-05_17:44:25,35.33,35.33,34.25,51.1,1021.58,29.45
